Word,Valence,Arousal,Dominance
quietly,0.561,0.125,0.293
quill,0.521,0.216,0.293
quilt,0.643,0.123,0.293
quince,0.557,0.368,0.293
quinine,0.418,0.461,0.293
quintet,0.56,0.56,0.293
quirk,0.49,0.384,0.293
quirky,0.708,0.373,0.293
quit,0.469,0.559,0.293
quits,0.229,0.48,0.293
quitter,0.26,0.46,0.293
quiver,0.32,0.452,0.293
quivering,0.407,0.776,0.293
quiz,0.462,0.61,0.293
quorum,0.615,0.544,0.293
quota,0.427,0.41,0.293
quotation,0.796,0.59,0.293
quote,0.68,0.55,0.293
quotes,0.625,0.578,0.293
quotient,0.615,0.29,0.293
rabbi,0.459,0.362,0.293
rabbit,0.685,0.33,0.293
rabble,0.184,0.602,0.293
rabid,0.089,0.827,0.293
rabies,0.115,0.75,0.293
raccoon,0.541,0.435,0.293
race,0.592,0.426,0.293
racehorse,0.719,0.702,0.293
racer,0.48,0.631,0.293
racetrack,0.708,0.808,0.293
racial,0.292,0.519,0.293
racism,0.122,0.673,0.293
racist,0.061,0.673,0.293
rack,0.385,0.373,0.293
racket,0.52,0.356,0.293
racketeering,0.167,0.877,0.293
racking,0.411,0.442,0.293
racquetball,0.582,0.667,0.293
racy,0.427,0.566,0.293
radar,0.521,0.615,0.293
radial,0.439,0.404,0.293
radiance,0.796,0.625,0.293
radiant,0.888,0.717,0.293
radiate,0.719,0.735,0.293
radiation,0.167,0.741,0.293
radiator,0.385,0.452,0.293
radical,0.5,0.792,0.293
radically,0.552,0.731,0.293
radio,0.573,0.402,0.293
radioactive,0.19,0.798,0.293
radioactivity,0.24,0.91,0.293
radiograph,0.561,0.49,0.293
radiography,0.469,0.614,0.293
radiologist,0.49,0.423,0.293
radiology,0.459,0.46,0.293
radish,0.5,0.316,0.293
radium,0.469,0.36,0.293
radius,0.521,0.324,0.293
radon,0.323,0.418,0.293
raffle,0.64,0.51,0.293
raft,0.51,0.229,0.293
rag,0.255,0.226,0.293
rage,0.082,0.888,0.293
ragemode,0.363,0.663,0.293
ragetweet,0.398,0.551,0.293
ragged,0.198,0.519,0.293
raggedy,0.198,0.531,0.293
raging,0.219,0.927,0.293
rags,0.434,0.309,0.293
ragtime,0.469,0.602,0.293
raid,0.35,0.726,0.293
raider,0.302,0.86,0.293
rail,0.47,0.5,0.293
railing,0.551,0.298,0.293
railroad,0.591,0.592,0.293
railway,0.613,0.615,0.293
raiment,0.667,0.402,0.293
rain,0.542,0.388,0.293
rainbow,0.878,0.35,0.293
rainbow trout,0.7,0.462,0.293
rainbows,0.875,0.517,0.293
raincoat,0.458,0.3,0.293
raindrops,0.698,0.337,0.293
rainfall,0.604,0.314,0.293
rainforest,0.612,0.375,0.293
rainmaker,0.448,0.509,0.293
rainstorm,0.392,0.535,0.293
rainy,0.61,0.451,0.293
rainyday,0.52,0.38,0.293
raise,0.885,0.685,0.293
raised,0.656,0.326,0.293
raisin,0.594,0.235,0.293
raising,0.735,0.519,0.293
rake,0.41,0.286,0.293
rally,0.612,0.68,0.293
ram,0.406,0.452,0.293
ramble,0.615,0.464,0.293
rambling,0.448,0.51,0.293
ramp,0.49,0.517,0.293
rampage,0.24,0.875,0.293
rampant,0.49,0.788,0.293
rampart,0.322,0.52,0.293
ramrod,0.406,0.408,0.293
ranch,0.357,0.42,0.293
rancher,0.51,0.52,0.293
rancid,0.156,0.451,0.293
random,0.49,0.52,0.293
randomly,0.41,0.594,0.293
randomness,0.418,0.449,0.293
randy,0.49,0.394,0.293
range,0.49,0.472,0.293
ranger,0.526,0.545,0.293
rank,0.531,0.38,0.293
ranking,0.54,0.592,0.293
ransom,0.582,0.8,0.293
rant,0.219,0.774,0.293
ranting,0.181,0.755,0.293
rap,0.604,0.575,0.293
rape,0.062,0.856,0.293
rapid,0.667,0.788,0.293
rapidity,0.667,0.798,0.293
rapids,0.573,0.817,0.293
rapist,0.062,0.906,0.293
rapper,0.55,0.755,0.293
rapping,0.565,0.716,0.293
rapport,0.771,0.664,0.293
rapt,0.521,0.736,0.293
raptor,0.27,0.773,0.293
raptors,0.28,0.565,0.293
rapture,0.439,0.883,0.293
rare,0.396,0.413,0.293
rarely,0.408,0.367,0.293
rarity,0.646,0.548,0.293
rascal,0.169,0.706,0.293
rash,0.219,0.82,0.293
raspberries,0.802,0.278,0.293
raspberry,0.735,0.336,0.293
rat,0.271,0.567,0.293
ratchet,0.449,0.52,0.293
rate,0.521,0.297,0.293
ratification,0.653,0.577,0.293
ratify,0.75,0.462,0.293
rating,0.663,0.679,0.293
ratio,0.56,0.461,0.293
ration,0.521,0.346,0.293
rational,0.775,0.347,0.293
rationale,0.656,0.4,0.293
rationalism,0.562,0.5,0.293
rationality,0.633,0.51,0.293
rationalize,0.633,0.4,0.293
rationing,0.396,0.404,0.293
rattan,0.434,0.334,0.293
rattle,0.49,0.429,0.293
rattled,0.354,0.641,0.293
rattler,0.396,0.73,0.293
rattlesnake,0.188,0.803,0.293
ratty,0.354,0.45,0.293
raucous,0.316,0.74,0.293
ravage,0.214,0.755,0.293
rave,0.49,0.637,0.293
raven,0.479,0.446,0.293
ravenous,0.406,0.7,0.293
ravine,0.354,0.673,0.293
raving,0.312,0.764,0.293
ravioli,0.656,0.281,0.293
ravishing,0.745,0.833,0.293
raw,0.143,0.349,0.293
rawhide,0.292,0.36,0.293
rawr,0.457,0.635,0.293
ray,0.55,0.67,0.293
razor,0.26,0.61,0.293
reach,0.719,0.625,0.293
react,0.5,0.716,0.293
reaction,0.47,0.811,0.293
reactionary,0.406,0.573,0.293
reactive,0.434,0.817,0.293
reactor,0.438,0.794,0.293
read,0.74,0.283,0.293
reader,0.776,0.224,0.293
readership,0.698,0.306,0.293
readily,0.74,0.29,0.293
readiness,0.708,0.531,0.293
reading,0.781,0.183,0.293
readjustment,0.56,0.563,0.293
readout,0.59,0.25,0.293
ready,0.77,0.388,0.293
readytogo,0.667,0.654,0.293
reaffirm,0.75,0.559,0.293
reagent,0.385,0.698,0.293
real,0.719,0.51,0.293
realism,0.74,0.545,0.293
realist,0.72,0.572,0.293
realistic,0.7,0.52,0.293
reality,0.786,0.365,0.293
realization,0.554,0.51,0.293
realize,0.757,0.462,0.293
realm,0.708,0.509,0.293
realtor,0.429,0.471,0.293
realty,0.633,0.471,0.293
ream,0.49,0.173,0.293
reap,0.677,0.422,0.293
reaper,0.34,0.565,0.293
reappear,0.688,0.625,0.293
rear,0.459,0.52,0.293
rearrange,0.656,0.51,0.293
rearrangement,0.542,0.527,0.293
reason,0.781,0.455,0.293
reasonable,0.902,0.337,0.293
reasonableness,0.729,0.448,0.293
reasoning,0.729,0.365,0.293
reasons,0.583,0.46,0.293
reassemble,0.552,0.54,0.293
reassign,0.359,0.49,0.293
reassignment,0.551,0.48,0.293
reassurance,0.875,0.127,0.293
reassure,0.837,0.306,0.293
reassured,0.854,0.186,0.293
reassuring,0.847,0.308,0.293
rebate,0.667,0.569,0.293
rebel,0.235,0.83,0.293
rebellion,0.245,0.843,0.293
rebellious,0.344,0.88,0.293
rebels,0.135,0.86,0.293
rebirth,0.781,0.712,0.293
reboot,0.673,0.577,0.293
reborn,0.802,0.618,0.293
rebound,0.521,0.48,0.293
rebuild,0.656,0.557,0.293
rebuke,0.115,0.677,0.293
rebut,0.154,0.519,0.293
rebuttal,0.312,0.69,0.293
recalcitrant,0.357,0.624,0.293
recall,0.583,0.351,0.293
recant,0.333,0.575,0.293
recap,0.602,0.578,0.293
recapture,0.333,0.656,0.293
recast,0.367,0.481,0.293
recede,0.231,0.449,0.293
receding,0.224,0.418,0.293
receipt,0.542,0.23,0.293
receipts,0.32,0.333,0.293
receive,0.74,0.462,0.293
received,0.646,0.436,0.293
receiver,0.583,0.464,0.293
receiving,0.719,0.562,0.293
recent,0.592,0.365,0.293
receptacle,0.5,0.451,0.293
reception,0.694,0.375,0.293
receptionist,0.677,0.43,0.293
receptive,0.729,0.519,0.293
receptor,0.417,0.36,0.293
recess,0.646,0.51,0.293
recesses,0.367,0.47,0.293
recession,0.368,0.398,0.293
recharge,0.584,0.702,0.293
recheck,0.44,0.49,0.293
recherche,0.458,0.49,0.293
recidivism,0.245,0.52,0.293
recipe,0.698,0.271,0.293
recipient,0.604,0.324,0.293
reciprocal,0.677,0.52,0.293
reciprocate,0.76,0.46,0.293
reciprocity,0.74,0.673,0.293
recital,0.838,0.44,0.293
recitation,0.708,0.519,0.293
recite,0.688,0.398,0.293
reckless,0.262,0.788,0.293
recklessness,0.292,0.763,0.293
reckon,0.643,0.42,0.293
reckoning,0.418,0.622,0.293
reclaim,0.469,0.724,0.293
reclamation,0.573,0.75,0.293
recline,0.46,0.404,0.293
reclining,0.448,0.312,0.293
recluse,0.24,0.49,0.293
recognition,0.833,0.587,0.293
recognizable,0.625,0.4,0.293
recognize,0.76,0.315,0.293
recognized,0.875,0.458,0.293
recoil,0.089,0.429,0.293
recollect,0.688,0.491,0.293
recollection,0.722,0.337,0.293
recombinant,0.561,0.519,0.293
recombination,0.51,0.492,0.293
recommend,0.812,0.439,0.293
recommendation,0.912,0.388,0.293
recompense,0.844,0.62,0.293
recon,0.5,0.447,0.293
reconcile,0.76,0.47,0.293
reconciliation,0.896,0.57,0.293
reconfigure,0.429,0.5,0.293
reconnaissance,0.729,0.604,0.293
reconnect,0.63,0.548,0.293
reconsider,0.448,0.442,0.293
reconsideration,0.531,0.459,0.293
reconstitution,0.587,0.461,0.293
reconstruct,0.74,0.618,0.293
reconstruction,0.625,0.719,0.293
reconstructive,0.596,0.444,0.293
reconvene,0.49,0.529,0.293
record,0.552,0.421,0.293
recorder,0.551,0.374,0.293
recording,0.573,0.537,0.293
recount,0.479,0.402,0.293
recoup,0.719,0.422,0.293
recourse,0.402,0.337,0.293
recover,0.918,0.51,0.293
recoverable,0.78,0.388,0.293
recovery,0.781,0.402,0.293
recreate,0.724,0.545,0.293
recreation,0.909,0.632,0.293
recreational,0.896,0.686,0.293
recruit,0.551,0.654,0.293
recruiter,0.662,0.63,0.293
recruiting,0.448,0.787,0.293
recruitment,0.479,0.645,0.293
recruits,0.396,0.653,0.293
rectal,0.344,0.618,0.293
rectangle,0.479,0.225,0.293
rectangular,0.438,0.24,0.293
rectification,0.449,0.56,0.293
rectify,0.625,0.48,0.293
rector,0.458,0.406,0.293
rectory,0.49,0.373,0.293
rectum,0.438,0.443,0.293
recumbent,0.429,0.37,0.293
recuperation,0.688,0.418,0.293
recur,0.479,0.5,0.293
recurrence,0.49,0.538,0.293
recurrent,0.552,0.5,0.293
recurring,0.37,0.56,0.293
recursion,0.312,0.58,0.293
recursive,0.459,0.59,0.293
recursively,0.427,0.519,0.293
recycle,0.521,0.392,0.293
recycled,0.561,0.316,0.293
recycling,0.552,0.32,0.293
red,0.427,0.385,0.293
reddish,0.521,0.337,0.293
redecorate,0.602,0.444,0.293
redeem,0.633,0.469,0.293
redeemed,0.625,0.378,0.293
redemption,0.376,0.408,0.293
redesign,0.622,0.46,0.293
redhead,0.677,0.549,0.293
redheaded,0.51,0.52,0.293
redirect,0.469,0.36,0.293
redneck,0.401,0.5,0.293
redness,0.151,0.47,0.293
redo,0.481,0.5,0.293
redress,0.677,0.558,0.293
reduce,0.219,0.304,0.293
reduced,0.229,0.365,0.293
reduction,0.365,0.382,0.293
redundancy,0.316,0.262,0.293
redundant,0.21,0.5,0.293
redwood,0.592,0.35,0.293
reed,0.49,0.35,0.293
reef,0.583,0.49,0.293
reefer,0.5,0.453,0.293
reefs,0.531,0.471,0.293
reek,0.177,0.48,0.293
reel,0.449,0.332,0.293
reelection,0.541,0.673,0.293
reeling,0.327,0.542,0.293
reenactment,0.771,0.592,0.293
reentry,0.604,0.449,0.293
reestablish,0.635,0.49,0.293
ref,0.469,0.38,0.293
refer,0.506,0.358,0.293
referee,0.531,0.644,0.293
reference,0.633,0.312,0.293
referendum,0.51,0.469,0.293
referral,0.694,0.314,0.293
refill,0.67,0.4,0.293
refine,0.653,0.46,0.293
refined,0.85,0.43,0.293
refinement,0.719,0.387,0.293
refinery,0.646,0.444,0.293
refining,0.694,0.466,0.293
refit,0.5,0.577,0.293
reflect,0.698,0.342,0.293
reflecting,0.59,0.408,0.293
reflection,0.71,0.5,0.293
reflective,0.656,0.292,0.293
reflector,0.479,0.51,0.293
reflex,0.583,0.46,0.293
reflux,0.281,0.559,0.293
reform,0.531,0.49,0.293
reformation,0.809,0.5,0.293
reformer,0.562,0.569,0.293
refraction,0.388,0.471,0.293
refractor,0.51,0.541,0.293
refractory,0.52,0.357,0.293
refrain,0.314,0.373,0.293
refraining,0.418,0.453,0.293
refresh,0.719,0.64,0.293
refreshed,0.91,0.377,0.293
refreshing,0.936,0.52,0.293
refreshment,0.667,0.41,0.293
refrigerate,0.635,0.357,0.293
refrigeration,0.735,0.392,0.293
refrigerator,0.677,0.26,0.293
refuel,0.592,0.445,0.293
refuge,0.64,0.238,0.293
refugee,0.379,0.607,0.293
refund,0.541,0.528,0.293
refurbish,0.656,0.633,0.293
refusal,0.052,0.61,0.293
refuse,0.18,0.52,0.293
refused,0.163,0.475,0.293
refusing,0.143,0.67,0.293
refutation,0.312,0.726,0.293
refute,0.312,0.731,0.293
regain,0.729,0.52,0.293
regal,0.643,0.459,0.293
regalia,0.76,0.441,0.293
regard,0.802,0.336,0.293
regatta,0.74,0.471,0.293
regency,0.52,0.472,0.293
regenerate,0.782,0.607,0.293
regeneration,0.76,0.64,0.293
regent,0.68,0.529,0.293
reggae,0.698,0.52,0.293
regime,0.29,0.668,0.293
regimen,0.428,0.538,0.293
regiment,0.469,0.722,0.293
regimental,0.292,0.637,0.293
region,0.54,0.295,0.293
regional,0.62,0.4,0.293
regionalism,0.64,0.5,0.293
register,0.49,0.412,0.293
registrar,0.599,0.537,0.293
registration,0.622,0.396,0.293
registry,0.573,0.32,0.293
regress,0.255,0.442,0.293
regression,0.312,0.5,0.293
regressive,0.302,0.434,0.293
regret,0.23,0.623,0.293
regretful,0.167,0.48,0.293
regrettable,0.104,0.374,0.293
regretted,0.352,0.54,0.293
regretting,0.255,0.567,0.293
regroup,0.633,0.602,0.293
regular,0.435,0.188,0.293
regularity,0.663,0.337,0.293
regulars,0.729,0.327,0.293
regulate,0.51,0.275,0.293
regulated,0.531,0.269,0.293
regulation,0.542,0.425,0.293
regulator,0.5,0.336,0.293
regulatory,0.531,0.448,0.293
regurgitation,0.16,0.647,0.293
rehab,0.531,0.45,0.293
rehabilitate,0.671,0.538,0.293
rehabilitation,0.406,0.528,0.293
rehash,0.405,0.451,0.293
rehearsal,0.667,0.47,0.293
rehearse,0.588,0.622,0.293
reign,0.806,0.567,0.293
reigning,0.677,0.632,0.293
reimburse,0.68,0.418,0.293
reimbursement,0.653,0.61,0.293
rein,0.5,0.357,0.293
reincarnation,0.786,0.747,0.293
reindeer,0.592,0.336,0.293
reinforce,0.604,0.583,0.293
reinforcement,0.729,0.702,0.293
reinforcements,0.646,0.719,0.293
reins,0.48,0.448,0.293
reinstall,0.458,0.5,0.293
reinstate,0.76,0.551,0.293
reinstatement,0.729,0.521,0.293
reinvest,0.57,0.627,0.293
reinvestment,0.582,0.622,0.293
reiterate,0.422,0.451,0.293
reject,0.06,0.647,0.293
rejected,0.102,0.48,0.293
rejection,0.08,0.704,0.293
rejects,0.083,0.637,0.293
rejoice,0.827,0.65,0.293
rejoicing,0.811,0.637,0.293
rejoin,0.655,0.548,0.293
rejuvenate,0.776,0.588,0.293
rejuvenated,0.809,0.673,0.293
rekindle,0.656,0.52,0.293
relapse,0.173,0.46,0.293
relate,0.653,0.5,0.293
related,0.677,0.365,0.293
relation,0.857,0.604,0.293
relationship,0.867,0.566,0.293
relative,0.5,0.378,0.293
relativity,0.594,0.393,0.293
relax,0.927,0.25,0.293
relaxant,0.878,0.087,0.293
relaxation,0.873,0.161,0.293
relaxed,0.865,0.09,0.293
relaxing,0.854,0.157,0.293
relay,0.738,0.542,0.293
release,0.74,0.606,0.293
released,0.844,0.49,0.293
relegation,0.375,0.5,0.293
relentless,0.333,0.713,0.293
relevance,0.71,0.599,0.293
relevancy,0.724,0.481,0.293
relevant,0.719,0.608,0.293
reliability,0.917,0.38,0.293
reliable,0.912,0.241,0.293
reliance,0.844,0.431,0.293
relic,0.646,0.452,0.293
relics,0.719,0.58,0.293
relief,0.844,0.278,0.293
relieve,0.813,0.183,0.293
relieved,0.896,0.314,0.293
relieving,0.74,0.255,0.293
relight,0.56,0.588,0.293
religion,0.646,0.32,0.293
religious,0.74,0.238,0.293
relinquish,0.265,0.606,0.293
relish,0.854,0.61,0.293
relive,0.75,0.65,0.293
reload,0.562,0.611,0.293
relocate,0.5,0.594,0.293
relocation,0.396,0.5,0.293
reluctance,0.24,0.606,0.293
reluctant,0.292,0.63,0.293
rely,0.812,0.429,0.293
remain,0.709,0.365,0.293
remainder,0.398,0.357,0.293
remaining,0.449,0.29,0.293
remains,0.61,0.24,0.293
remake,0.583,0.488,0.293
remand,0.245,0.446,0.293
remark,0.561,0.325,0.293
remarkable,0.88,0.573,0.293
remarkably,0.688,0.618,0.293
remarry,0.653,0.791,0.293
rematch,0.469,0.798,0.293
remedial,0.369,0.418,0.293
remedy,0.625,0.283,0.293
remember,0.776,0.422,0.293
remembered,0.916,0.333,0.293
remembering,0.535,0.386,0.293
remembrance,0.812,0.25,0.293
remind,0.721,0.415,0.293
reminder,0.552,0.423,0.293
reminisce,0.903,0.49,0.293
reminiscent,0.5,0.481,0.293
reminiscing,0.688,0.431,0.293
remiss,0.19,0.65,0.293
remission,0.418,0.33,0.293
remit,0.51,0.509,0.293
remittance,0.684,0.479,0.293
remnant,0.367,0.312,0.293
remodel,0.604,0.647,0.293
remorse,0.103,0.673,0.293
remorseful,0.347,0.429,0.293
remote,0.458,0.333,0.293
remoteness,0.323,0.51,0.293
removal,0.245,0.54,0.293
remove,0.292,0.539,0.293
remover,0.337,0.443,0.293
remuneration,0.792,0.76,0.293
renaissance,0.771,0.67,0.293
renal,0.3,0.48,0.293
rencontre,0.51,0.452,0.293
rend,0.429,0.423,0.293
render,0.541,0.395,0.293
rendering,0.531,0.434,0.293
rendezvous,0.75,0.49,0.293
rendition,0.417,0.36,0.293
renegade,0.14,0.64,0.293
renegotiate,0.58,0.702,0.293
renew,0.868,0.481,0.293
renewal,0.77,0.71,0.293
renounce,0.156,0.49,0.293
renovate,0.878,0.549,0.293
renovated,0.783,0.406,0.293
renovation,0.816,0.59,0.293
renown,0.693,0.475,0.293
renowned,0.844,0.481,0.293
rent,0.344,0.429,0.293
rental,0.51,0.37,0.293
renter,0.59,0.301,0.293
renunciation,0.26,0.578,0.293
reopen,0.656,0.528,0.293
reorganization,0.622,0.587,0.293
reorganize,0.667,0.59,0.293
rep,0.52,0.51,0.293
repaint,0.622,0.382,0.293
repair,0.583,0.46,0.293
repairman,0.582,0.426,0.293
reparation,0.531,0.615,0.293
repay,0.469,0.632,0.293
repayment,0.479,0.49,0.293
repeal,0.26,0.48,0.293
repeat,0.49,0.529,0.293
repeated,0.429,0.472,0.293
repeatedly,0.479,0.575,0.293
repeater,0.479,0.426,0.293
repel,0.224,0.62,0.293
repellant,0.292,0.62,0.293
repellent,0.286,0.5,0.293
repelling,0.184,0.633,0.293
repent,0.449,0.422,0.293
repentance,0.417,0.604,0.293
repentant,0.326,0.5,0.293
repertoire,0.633,0.594,0.293
repertory,0.562,0.473,0.293
repetition,0.375,0.519,0.293
repetitive,0.32,0.438,0.293
rephrase,0.547,0.451,0.293
replace,0.417,0.52,0.293
replacement,0.385,0.519,0.293
replay,0.612,0.522,0.293
replenish,0.615,0.336,0.293
replete,0.552,0.497,0.293
replica,0.48,0.52,0.293
replicate,0.48,0.63,0.293
replication,0.342,0.618,0.293
reply,0.762,0.29,0.293
report,0.583,0.444,0.293
reported,0.418,0.442,0.293
reporter,0.531,0.55,0.293
repose,0.469,0.1,0.293
reposition,0.408,0.529,0.293
repository,0.406,0.396,0.293
repossess,0.418,0.667,0.293
reprehensible,0.316,0.569,0.293
represent,0.781,0.433,0.293
representation,0.677,0.542,0.293
representative,0.704,0.366,0.293
represented,0.724,0.444,0.293
representing,0.796,0.464,0.293
repress,0.208,0.612,0.293
repressed,0.188,0.337,0.293
repression,0.214,0.764,0.293
reprieve,0.531,0.471,0.293
reprimand,0.153,0.528,0.293
reprint,0.51,0.449,0.293
reprisal,0.125,0.788,0.293
reprise,0.459,0.5,0.293
reproach,0.24,0.755,0.293
reproduce,0.823,0.622,0.293
reproduction,0.8,0.736,0.293
reproductive,0.77,0.604,0.293
reprogram,0.519,0.404,0.293
reptile,0.35,0.566,0.293
republic,0.635,0.34,0.293
republican,0.398,0.551,0.293
repudiation,0.167,0.686,0.293
repugnance,0.062,0.684,0.293
repugnant,0.061,0.735,0.293
repulsion,0.247,0.673,0.293
repulsive,0.146,0.775,0.293
repurchase,0.531,0.592,0.293
reputable,0.781,0.462,0.293
reputation,0.74,0.542,0.293
repute,0.729,0.5,0.293
reputed,0.439,0.528,0.293
request,0.625,0.471,0.293
requiem,0.475,0.382,0.293
require,0.398,0.439,0.293
required,0.583,0.509,0.293
requirement,0.51,0.439,0.293
requisite,0.448,0.363,0.293
requisition,0.478,0.51,0.293
reread,0.448,0.377,0.293
reroute,0.54,0.598,0.293
rerun,0.333,0.62,0.293
reschedule,0.438,0.422,0.293
rescind,0.347,0.38,0.293
rescission,0.333,0.529,0.293
rescue,0.806,0.926,0.293
research,0.633,0.663,0.293
researcher,0.569,0.51,0.293
resection,0.375,0.482,0.293
resemblance,0.743,0.216,0.293
resemble,0.602,0.388,0.293
resembling,0.592,0.25,0.293
resent,0.073,0.553,0.293
resentful,0.12,0.608,0.293
resentment,0.163,0.745,0.293
reservation,0.688,0.343,0.293
reserve,0.585,0.289,0.293
reserved,0.594,0.316,0.293
reserves,0.653,0.363,0.293
reservoir,0.531,0.276,0.293
reset,0.49,0.45,0.293
reside,0.451,0.44,0.293
residence,0.615,0.382,0.293
residences,0.618,0.418,0.293
residency,0.694,0.357,0.293
resident,0.592,0.327,0.293
residential,0.72,0.21,0.293
residual,0.448,0.288,0.293
residue,0.354,0.33,0.293
resign,0.25,0.543,0.293
resignation,0.145,0.392,0.293
resigned,0.24,0.17,0.293
resilience,0.531,0.44,0.293
resilient,0.542,0.54,0.293
resin,0.284,0.308,0.293
resist,0.414,0.676,0.293
resistance,0.427,0.694,0.293
resistant,0.592,0.585,0.293
resisting,0.408,0.776,0.293
resistive,0.396,0.519,0.293
resolute,0.771,0.51,0.293
resolutely,0.714,0.453,0.293
resolution,0.78,0.55,0.293
resolve,0.71,0.472,0.293
resolved,0.735,0.357,0.293
resonance,0.541,0.426,0.293
resonant,0.542,0.633,0.293
resonate,0.582,0.61,0.293
resonator,0.469,0.608,0.293
resort,0.573,0.441,0.293
resounding,0.49,0.708,0.293
resource,0.74,0.357,0.293
resourceful,0.906,0.704,0.293
resources,0.604,0.348,0.293
respect,0.927,0.344,0.293
respectability,0.875,0.407,0.293
respectable,0.85,0.35,0.293
respected,0.908,0.441,0.293
respectful,0.951,0.386,0.293
respecting,0.837,0.321,0.293
respective,0.625,0.413,0.293
respects,0.84,0.387,0.293
respiration,0.76,0.377,0.293
respirator,0.433,0.398,0.293
respiratory,0.5,0.45,0.293
respite,0.6,0.373,0.293
resplendent,0.905,0.673,0.293
respond,0.573,0.435,0.293
respondent,0.449,0.455,0.293
response,0.615,0.5,0.293
responsibility,0.76,0.5,0.293
responsible,0.837,0.527,0.293
responsive,0.816,0.569,0.293
rest,0.907,0.167,0.293
restart,0.531,0.519,0.293
restaurant,0.847,0.406,0.293
rested,0.792,0.235,0.293
restful,0.781,0.116,0.293
restitution,0.583,0.542,0.293
restless,0.219,0.81,0.293
restlessness,0.083,0.794,0.293
restock,0.51,0.538,0.293
restoration,0.755,0.426,0.293
restorative,0.633,0.51,0.293
restore,0.765,0.49,0.293
restored,0.892,0.41,0.293
restoring,0.82,0.49,0.293
restrain,0.134,0.696,0.293
restrained,0.354,0.59,0.293
restraining,0.296,0.702,0.293
restraint,0.167,0.618,0.293
restrict,0.115,0.539,0.293
restricted,0.276,0.5,0.293
restriction,0.13,0.59,0.293
restrictive,0.215,0.596,0.293
restroom,0.653,0.279,0.293
result,0.812,0.49,0.293
resultant,0.67,0.441,0.293
resume,0.573,0.411,0.293
resumption,0.637,0.528,0.293
resurrect,0.781,0.725,0.293
resurrection,0.708,0.74,0.293
resuscitate,0.531,0.696,0.293
resuscitation,0.753,0.768,0.293
retail,0.51,0.353,0.293
retailer,0.708,0.439,0.293
retain,0.367,0.451,0.293
retainer,0.396,0.422,0.293
retaining,0.417,0.559,0.293
retake,0.616,0.471,0.293
retaliate,0.111,0.812,0.293
retaliation,0.156,0.812,0.293
retaliatory,0.194,0.865,0.293
retard,0.194,0.347,0.293
retardation,0.125,0.36,0.293
retarded,0.302,0.462,0.293
retards,0.362,0.434,0.293
retention,0.344,0.49,0.293
retentive,0.439,0.482,0.293
rethink,0.48,0.423,0.293
reticent,0.396,0.519,0.293
retina,0.49,0.255,0.293
retinal,0.531,0.343,0.293
retire,0.398,0.392,0.293
retired,0.27,0.259,0.293
retirement,0.25,0.324,0.293
retiring,0.408,0.376,0.293
retold,0.459,0.385,0.293
retort,0.417,0.52,0.293
retrace,0.25,0.482,0.293
retract,0.316,0.443,0.293
retraction,0.312,0.491,0.293
retractor,0.354,0.59,0.293
retreat,0.5,0.519,0.293
retrenchment,0.23,0.65,0.293
retrial,0.5,0.577,0.293
retribution,0.625,0.49,0.293
retrieval,0.7,0.44,0.293
retrieve,0.74,0.576,0.293
retriever,0.459,0.5,0.293
retro,0.65,0.276,0.293
retroactive,0.521,0.452,0.293
retrograde,0.208,0.464,0.293
retrospect,0.406,0.5,0.293
retrospective,0.594,0.481,0.293
retrospectively,0.516,0.4,0.293
return,0.602,0.412,0.293
reunion,0.837,0.5,0.293
reunite,0.656,0.55,0.293
reunited,0.708,0.439,0.293
rev,0.367,0.422,0.293
reveal,0.493,0.637,0.293
revel,0.74,0.705,0.293
revelation,0.879,0.5,0.293
revelations,0.729,0.655,0.293
revels,0.827,0.683,0.293
revenge,0.23,0.94,0.293
revenue,0.873,0.51,0.293
reverberation,0.39,0.639,0.293
revere,0.75,0.562,0.293
reverence,0.643,0.347,0.293
reverend,0.65,0.337,0.293
reverent,0.551,0.49,0.293
reverie,0.667,0.413,0.293
reversal,0.38,0.51,0.293
reverse,0.539,0.415,0.293
reversion,0.458,0.538,0.293
revert,0.38,0.451,0.293
reverting,0.562,0.385,0.293
review,0.667,0.408,0.293
reviewer,0.562,0.344,0.293
revise,0.5,0.469,0.293
revision,0.417,0.459,0.293
revisit,0.552,0.53,0.293
revival,0.823,0.664,0.293
revive,0.676,0.78,0.293
revocation,0.26,0.61,0.293
revoke,0.251,0.696,0.293
revolt,0.343,0.878,0.293
revolting,0.102,0.69,0.293
revolution,0.417,0.902,0.293
revolutionary,0.635,0.887,0.293
revolutionize,0.684,0.816,0.293
revolve,0.592,0.546,0.293
revolver,0.194,0.796,0.293
revolving,0.602,0.57,0.293
revue,0.594,0.35,0.293
revulsion,0.104,0.765,0.293
revving,0.604,0.875,0.293
reward,0.948,0.694,0.293
rewarding,0.958,0.637,0.293
rewind,0.46,0.551,0.293
rewire,0.365,0.462,0.293
rewrite,0.49,0.5,0.293
rhapsody,0.708,0.49,0.293
rhetoric,0.417,0.429,0.293
rhetorical,0.417,0.569,0.293
rheumatism,0.219,0.472,0.293
rhinestone,0.531,0.551,0.293
rhino,0.531,0.549,0.293
rhinoceros,0.556,0.656,0.293
rhubarb,0.582,0.304,0.293
rhyme,0.667,0.249,0.293
rhyming,0.729,0.41,0.293
rhythm,0.771,0.759,0.293
rhythmic,0.714,0.642,0.293
